config_id,experiment,provider,chunk_size,top_k,threshold,fallback_top_n,case_id,category,question,reference,expected_sources,retrieved_sources,retrieved_count,source_hit,recall_at_k,mrr,ndcg_at_k,mean_similarity,latency_ms
embedding_nomic,Embedding模型,nomic-embed-text,512,5,0.3,1,11,事实型,春游活动安排在什么日期，目的地是哪里,2021年4月16日，杭州动物园,M2979,M2979;M1987;M2961;M0088;M1929,5,1,1.0,1.0,1.0,0.7208,2156.285
embedding_nomic,Embedding模型,nomic-embed-text,512,5,0.3,1,12,数据提取,秋季运动会的预算和纪念奖比例分别是多少,预算初步定为50万元，纪念奖占60%,M0088,M0088;M0055;M0123;M0118;M3154,5,1,1.0,1.0,1.0,0.724237,2175.843
embedding_nomic,Embedding模型,nomic-embed-text,512,5,0.3,1,13,数据提取,霸王防脱洗发水推广的总预算及线上线下比例是多少,总预算约500万元，线上60%，线下40%,M0115,M0115;M3333;M0055;M0119,5,1,1.0,1.0,1.0,0.711301,2287.729
embedding_nomic,Embedding模型,nomic-embed-text,512,5,0.3,1,14,多要素事实型,公司半年度出游计划去哪里、多少人参加、预算多少,前往贵州，前100名优秀员工参加，预算暂定10万元并争取申请至12万元,M1999,M1999;M0104;M3118;M0051;M3304,5,1,1.0,1.0,1.0,0.765655,2143.837
embedding_nomic,Embedding模型,nomic-embed-text,512,5,0.3,1,15,数据提取,快餐店合作的总投资、双方出资额和股份比例如何安排,总投资80万元，no.1出资50万元占60%，no.2出资30万元占40%,M2754,M2754;M3307;M1987;M2940;M0051,5,1,1.0,1.0,1.0,0.749343,2208.667
embedding_nomic,Embedding模型,nomic-embed-text,512,5,0.3,1,16,事实型,线上教育公司招聘的IT岗位薪资范围是多少,IT岗位薪资为6000至7000元,M3223,M3223;M0104;M3118;M1999;M0119,5,1,1.0,1.0,1.0,0.697586,2162.485
embedding_nomic,Embedding模型,nomic-embed-text,512,5,0.3,1,17,事实型,清明节祭奠烈士活动的地点在哪里,杭州南山陵园,M2961,M2961;M1929;M0101;M2790;M3333,5,1,1.0,1.0,1.0,0.691826,2138.284
embedding_nomic,Embedding模型,nomic-embed-text,512,5,0.3,1,18,事实型,新上市薯片的大包装和礼盒装如何定价定位,大包装定价9元，礼盒装定位高端,M0119,M0119;M2754;M0104;M0106;M3127,5,1,1.0,1.0,1.0,0.715268,2178.863
embedding_nomic,Embedding模型,nomic-embed-text,512,5,0.3,1,19,多要素事实型,员工旅游将人员分成哪两组，各有多少人并去哪里,新进优秀员工10人去天台山一日游；老员工及优秀员工26人去九寨沟三日游,M1987,M1929;M0118;M3287;M1987;M3154,5,1,1.0,0.25,0.430677,0.665369,2220.566
embedding_nomic,Embedding模型,nomic-embed-text,512,5,0.3,1,20,因果事实型,餐厅因为什么食品安全问题停业，计划停业几天整改,员工未戴帽子导致食品中出现头发，因此停业三天整改,M2758,M2758;M3307;M2940;M1987,5,1,1.0,1.0,1.0,0.804607,2184.417
embedding_bge,Embedding模型,bge-m3,512,5,0.3,1,1,活动信息查询,汉服文化节的活动时间是何时,周日下午3-5点,M3311,M3311;M2961;M0106,5,1,1.0,1.0,1.0,0.56011,2644.188
embedding_bge,Embedding模型,bge-m3,512,5,0.3,1,2,奖励设置查询,校园防诈骗知识竞赛设置了什么奖励,学分奖励,M3154,M3154;M2790;M3118;M2759,5,1,1.0,1.0,1.0,0.600991,2670.372
embedding_bge,Embedding模型,bge-m3,512,5,0.3,1,3,人群定位查询,酒店亲子房的目标人群是哪些,3-12岁儿童家庭,M3343,M3343;M0106;M3287,5,1,1.0,1.0,1.0,0.546371,2669.321
embedding_bge,Embedding模型,bge-m3,512,5,0.3,1,4,宣传渠道查询,酒店计划通过哪些渠道进行宣传,邀请网红进行抖音宣传,M3287,M3287;M0106;M0104,5,1,1.0,1.0,1.0,0.565314,2629.824
embedding_bge,Embedding模型,bge-m3,512,5,0.3,1,5,食品处理查询,过期或不新鲜食品如何处理,可调换,M3307,M3307;M2758,5,1,1.0,1.0,1.0,0.568083,2788.018
embedding_bge,Embedding模型,bge-m3,512,5,0.3,1,6,目标查询,暑期营销和第四季度营销分别设定了哪些核心量化目标,暑期整体订单量提升25%，新媒体渠道获客占比提升至30%，中端及以上套餐签约占比提升至40%，老客户转介绍率提升10%；第四季度保障46组意向客户转化，全年总订单量、营收稳步增长,M0104;M0106,M0106;M0105;M0104,5,1,1.0,1.0,0.919721,0.62668,2710.997
embedding_bge,Embedding模型,bge-m3,512,5,0.3,1,7,问题解决措施查询,在不同阶段的营销会议中，针对直播转化偏低的问题分别提出了哪些改进措施,暑期阶段制定每周三、六固定直播排期并要求咨询5分钟内响应；七夕阶段完成直播筹备；第四季度确定直播整体排期并优化直播玩法,M0104;M0105;M0106,M0106;M0104;M3304;M0105,5,1,1.0,1.0,0.967468,0.625885,2868.223
embedding_bge,Embedding模型,bge-m3,512,5,0.3,1,8,风险与应对查询,在婚礼项目筹备和不同营销阶段中，关于酒店场地分别有哪些风险提示和应对要求,七夕和第四季度营销均要求提前锁定紧张酒店档期；婚礼项目要求提前预订婚车司机、确认酒店套餐餐标和开瓶费，并签订档期保障协议、拓展合作酒店,M0101;M0102;M0105;M0106,M0101;M0106;M0102;M0103,5,1,0.75,1.0,0.831872,0.636135,2721.49
embedding_bge,Embedding模型,bge-m3,512,5,0.3,1,9,人员分工查询,负责人A在暑期营销、第四季度营销以及M0101婚礼项目中分别承担了哪些核心任务,暑期完成婚礼套餐改版和主题方案设计；第四季度负责整体统筹、产品迭代和新款婚礼方案套餐设计；M0101项目负责婚礼助理、场地布置以及婚礼当天场地和流程把控,M0102;M0103;M0104;M0106,M0106;M0105;M0104,5,1,0.5,1.0,0.703918,0.612406,2663.645
embedding_bge,Embedding模型,bge-m3,512,5,0.3,1,10,产品规划查询,在上半年总结暨暑期部署、七夕冲刺、第四季度规划会议中，套餐设计相关的决策分别是什么,暑期部署要求完成全品类套餐改版并新增优惠、联名和引流套餐；七夕冲刺主推专项套餐并按预算分层推荐；第四季度打造中式、国潮爆款产品并完成新款方案与套餐设计,M0104;M0105;M0106,M0105;M0104;M0106,5,1,1.0,1.0,1.0,0.659026,2660.902
embedding_bge,Embedding模型,bge-m3,512,5,0.3,1,11,事实型,春游活动安排在什么日期，目的地是哪里,2021年4月16日，杭州动物园,M2979,M2979;M1999;M2961,5,1,1.0,1.0,1.0,0.586257,2899.515
embedding_bge,Embedding模型,bge-m3,512,5,0.3,1,12,数据提取,秋季运动会的预算和纪念奖比例分别是多少,预算初步定为50万元，纪念奖占60%,M0088,M0088;M2790;M2759,5,1,1.0,1.0,1.0,0.540347,2670.92
embedding_bge,Embedding模型,bge-m3,512,5,0.3,1,13,数据提取,霸王防脱洗发水推广的总预算及线上线下比例是多少,总预算约500万元，线上60%，线下40%,M0115,M0115;M3304;M0104;M0105,5,1,1.0,1.0,1.0,0.551776,2556.777
embedding_bge,Embedding模型,bge-m3,512,5,0.3,1,14,多要素事实型,公司半年度出游计划去哪里、多少人参加、预算多少,前往贵州，前100名优秀员工参加，预算暂定10万元并争取申请至12万元,M1999,M1999;M1987;M0101,5,1,1.0,1.0,1.0,0.639331,2626.081
embedding_bge,Embedding模型,bge-m3,512,5,0.3,1,15,数据提取,快餐店合作的总投资、双方出资额和股份比例如何安排,总投资80万元，no.1出资50万元占60%，no.2出资30万元占40%,M2754,M2754;M0055;M3307,5,1,1.0,1.0,1.0,0.581612,2733.985
embedding_bge,Embedding模型,bge-m3,512,5,0.3,1,16,事实型,线上教育公司招聘的IT岗位薪资范围是多少,IT岗位薪资为6000至7000元,M3223,M3223;M3287;M0115,5,1,1.0,1.0,1.0,0.606129,2608.567
embedding_bge,Embedding模型,bge-m3,512,5,0.3,1,17,事实型,清明节祭奠烈士活动的地点在哪里,杭州南山陵园,M2961,M2961;M1987;M2979,5,1,1.0,1.0,1.0,0.481907,2739.61
embedding_bge,Embedding模型,bge-m3,512,5,0.3,1,18,事实型,新上市薯片的大包装和礼盒装如何定价定位,大包装定价9元，礼盒装定位高端,M0119,M0119;M2754;M0115;M2758,5,1,1.0,1.0,1.0,0.541098,2666.011
embedding_bge,Embedding模型,bge-m3,512,5,0.3,1,19,多要素事实型,员工旅游将人员分成哪两组，各有多少人并去哪里,新进优秀员工10人去天台山一日游；老员工及优秀员工26人去九寨沟三日游,M1987,M1987;M1999;M3118,5,1,1.0,1.0,1.0,0.59851,2581.441
embedding_bge,Embedding模型,bge-m3,512,5,0.3,1,20,因果事实型,餐厅因为什么食品安全问题停业，计划停业几天整改,员工未戴帽子导致食品中出现头发，因此停业三天整改,M2758,M2758;M0055;M3307,5,1,1.0,1.0,1.0,0.648092,2577.746
topk3,检索策略,bge-m3,512,3,,0,1,活动信息查询,汉服文化节的活动时间是何时,周日下午3-5点,M3311,M3311;M2961,3,1,1.0,1.0,1.0,0.599613,13.25
topk3,检索策略,bge-m3,512,3,,0,2,奖励设置查询,校园防诈骗知识竞赛设置了什么奖励,学分奖励,M3154,M3154;M2790,3,1,1.0,1.0,1.0,0.637933,14.041
topk3,检索策略,bge-m3,512,3,,0,3,人群定位查询,酒店亲子房的目标人群是哪些,3-12岁儿童家庭,M3343,M3343;M0106,3,1,1.0,1.0,1.0,0.587383,15.54
topk3,检索策略,bge-m3,512,3,,0,4,宣传渠道查询,酒店计划通过哪些渠道进行宣传,邀请网红进行抖音宣传,M3287,M3287;M0106;M0104,3,1,1.0,1.0,1.0,0.575205,14.626
topk3,检索策略,bge-m3,512,3,,0,5,食品处理查询,过期或不新鲜食品如何处理,可调换,M3307,M3307;M2758,3,1,1.0,1.0,1.0,0.582221,13.284
topk3,检索策略,bge-m3,512,3,,0,6,目标查询,暑期营销和第四季度营销分别设定了哪些核心量化目标,暑期整体订单量提升25%，新媒体渠道获客占比提升至30%，中端及以上套餐签约占比提升至40%，老客户转介绍率提升10%；第四季度保障46组意向客户转化，全年总订单量、营收稳步增长,M0104;M0106,M0106;M0105;M0104,3,1,1.0,1.0,0.919721,0.659653,12.747
topk3,检索策略,bge-m3,512,3,,0,7,问题解决措施查询,在不同阶段的营销会议中，针对直播转化偏低的问题分别提出了哪些改进措施,暑期阶段制定每周三、六固定直播排期并要求咨询5分钟内响应；七夕阶段完成直播筹备；第四季度确定直播整体排期并优化直播玩法,M0104;M0105;M0106,M0106;M0104;M3304,3,1,0.666667,1.0,0.765361,0.634933,13.609
topk3,检索策略,bge-m3,512,3,,0,8,风险与应对查询,在婚礼项目筹备和不同营销阶段中，关于酒店场地分别有哪些风险提示和应对要求,七夕和第四季度营销均要求提前锁定紧张酒店档期；婚礼项目要求提前预订婚车司机、确认酒店套餐餐标和开瓶费，并签订档期保障协议、拓展合作酒店,M0101;M0102;M0105;M0106,M0101;M0106,3,1,0.5,1.0,1.0,0.651738,14.063
topk3,检索策略,bge-m3,512,3,,0,9,人员分工查询,负责人A在暑期营销、第四季度营销以及M0101婚礼项目中分别承担了哪些核心任务,暑期完成婚礼套餐改版和主题方案设计；第四季度负责整体统筹、产品迭代和新款婚礼方案套餐设计；M0101项目负责婚礼助理、场地布置以及婚礼当天场地和流程把控,M0102;M0103;M0104;M0106,M0106;M0105,3,1,0.25,1.0,0.613147,0.633424,13.671
topk3,检索策略,bge-m3,512,3,,0,10,产品规划查询,在上半年总结暨暑期部署、七夕冲刺、第四季度规划会议中，套餐设计相关的决策分别是什么,暑期部署要求完成全品类套餐改版并新增优惠、联名和引流套餐；七夕冲刺主推专项套餐并按预算分层推荐；第四季度打造中式、国潮爆款产品并完成新款方案与套餐设计,M0104;M0105;M0106,M0105;M0104;M0106,3,1,1.0,1.0,1.0,0.685938,13.713
topk3,检索策略,bge-m3,512,3,,0,11,事实型,春游活动安排在什么日期，目的地是哪里,2021年4月16日，杭州动物园,M2979,M2979;M1999,3,1,1.0,1.0,1.0,0.616714,12.641
topk3,检索策略,bge-m3,512,3,,0,12,数据提取,秋季运动会的预算和纪念奖比例分别是多少,预算初步定为50万元，纪念奖占60%,M0088,M0088;M2790,3,1,1.0,1.0,1.0,0.567698,12.749
topk3,检索策略,bge-m3,512,3,,0,13,数据提取,霸王防脱洗发水推广的总预算及线上线下比例是多少,总预算约500万元，线上60%，线下40%,M0115,M0115;M3304,3,1,1.0,1.0,1.0,0.600767,12.647
topk3,检索策略,bge-m3,512,3,,0,14,多要素事实型,公司半年度出游计划去哪里、多少人参加、预算多少,前往贵州，前100名优秀员工参加，预算暂定10万元并争取申请至12万元,M1999,M1999;M1987,3,1,1.0,1.0,1.0,0.671133,15.098
topk3,检索策略,bge-m3,512,3,,0,15,数据提取,快餐店合作的总投资、双方出资额和股份比例如何安排,总投资80万元，no.1出资50万元占60%，no.2出资30万元占40%,M2754,M2754;M0055,3,1,1.0,1.0,1.0,0.610771,14.225
topk3,检索策略,bge-m3,512,3,,0,16,事实型,线上教育公司招聘的IT岗位薪资范围是多少,IT岗位薪资为6000至7000元,M3223,M3223,3,1,1.0,1.0,1.0,0.668308,15.036
topk3,检索策略,bge-m3,512,3,,0,17,事实型,清明节祭奠烈士活动的地点在哪里,杭州南山陵园,M2961,M2961;M1987,3,1,1.0,1.0,1.0,0.552262,16.132
topk3,检索策略,bge-m3,512,3,,0,18,事实型,新上市薯片的大包装和礼盒装如何定价定位,大包装定价9元，礼盒装定位高端,M0119,M0119;M2754,3,1,1.0,1.0,1.0,0.591318,14.246
topk3,检索策略,bge-m3,512,3,,0,19,多要素事实型,员工旅游将人员分成哪两组，各有多少人并去哪里,新进优秀员工10人去天台山一日游；老员工及优秀员工26人去九寨沟三日游,M1987,M1987;M1999,3,1,1.0,1.0,1.0,0.628185,16.064
topk3,检索策略,bge-m3,512,3,,0,20,因果事实型,餐厅因为什么食品安全问题停业，计划停业几天整改,员工未戴帽子导致食品中出现头发，因此停业三天整改,M2758,M2758;M0055,3,1,1.0,1.0,1.0,0.681077,16.5
topk5,检索策略,bge-m3,512,5,,0,1,活动信息查询,汉服文化节的活动时间是何时,周日下午3-5点,M3311,M3311;M2961;M0106,5,1,1.0,1.0,1.0,0.56011,17.992
topk5,检索策略,bge-m3,512,5,,0,2,奖励设置查询,校园防诈骗知识竞赛设置了什么奖励,学分奖励,M3154,M3154;M2790;M3118;M2759,5,1,1.0,1.0,1.0,0.600991,17.457
topk5,检索策略,bge-m3,512,5,,0,3,人群定位查询,酒店亲子房的目标人群是哪些,3-12岁儿童家庭,M3343,M3343;M0106;M3287,5,1,1.0,1.0,1.0,0.546371,15.661
topk5,检索策略,bge-m3,512,5,,0,4,宣传渠道查询,酒店计划通过哪些渠道进行宣传,邀请网红进行抖音宣传,M3287,M3287;M0106;M0104,5,1,1.0,1.0,1.0,0.565314,13.585
topk5,检索策略,bge-m3,512,5,,0,5,食品处理查询,过期或不新鲜食品如何处理,可调换,M3307,M3307;M2758,5,1,1.0,1.0,1.0,0.568083,14.799
topk5,检索策略,bge-m3,512,5,,0,6,目标查询,暑期营销和第四季度营销分别设定了哪些核心量化目标,暑期整体订单量提升25%，新媒体渠道获客占比提升至30%，中端及以上套餐签约占比提升至40%，老客户转介绍率提升10%；第四季度保障46组意向客户转化，全年总订单量、营收稳步增长,M0104;M0106,M0106;M0105;M0104,5,1,1.0,1.0,0.919721,0.62668,15.191
topk5,检索策略,bge-m3,512,5,,0,7,问题解决措施查询,在不同阶段的营销会议中，针对直播转化偏低的问题分别提出了哪些改进措施,暑期阶段制定每周三、六固定直播排期并要求咨询5分钟内响应；七夕阶段完成直播筹备；第四季度确定直播整体排期并优化直播玩法,M0104;M0105;M0106,M0106;M0104;M3304;M0105,5,1,1.0,1.0,0.967468,0.625885,15.862
topk5,检索策略,bge-m3,512,5,,0,8,风险与应对查询,在婚礼项目筹备和不同营销阶段中，关于酒店场地分别有哪些风险提示和应对要求,七夕和第四季度营销均要求提前锁定紧张酒店档期；婚礼项目要求提前预订婚车司机、确认酒店套餐餐标和开瓶费，并签订档期保障协议、拓展合作酒店,M0101;M0102;M0105;M0106,M0101;M0106;M0102;M0103,5,1,0.75,1.0,0.831872,0.636135,18.906
topk5,检索策略,bge-m3,512,5,,0,9,人员分工查询,负责人A在暑期营销、第四季度营销以及M0101婚礼项目中分别承担了哪些核心任务,暑期完成婚礼套餐改版和主题方案设计；第四季度负责整体统筹、产品迭代和新款婚礼方案套餐设计；M0101项目负责婚礼助理、场地布置以及婚礼当天场地和流程把控,M0102;M0103;M0104;M0106,M0106;M0105;M0104,5,1,0.5,1.0,0.703918,0.612406,16.337
topk5,检索策略,bge-m3,512,5,,0,10,产品规划查询,在上半年总结暨暑期部署、七夕冲刺、第四季度规划会议中，套餐设计相关的决策分别是什么,暑期部署要求完成全品类套餐改版并新增优惠、联名和引流套餐；七夕冲刺主推专项套餐并按预算分层推荐；第四季度打造中式、国潮爆款产品并完成新款方案与套餐设计,M0104;M0105;M0106,M0105;M0104;M0106,5,1,1.0,1.0,1.0,0.659026,15.634
topk5,检索策略,bge-m3,512,5,,0,11,事实型,春游活动安排在什么日期，目的地是哪里,2021年4月16日，杭州动物园,M2979,M2979;M1999;M2961,5,1,1.0,1.0,1.0,0.586257,15.341
topk5,检索策略,bge-m3,512,5,,0,12,数据提取,秋季运动会的预算和纪念奖比例分别是多少,预算初步定为50万元，纪念奖占60%,M0088,M0088;M2790;M2759,5,1,1.0,1.0,1.0,0.540347,16.453
topk5,检索策略,bge-m3,512,5,,0,13,数据提取,霸王防脱洗发水推广的总预算及线上线下比例是多少,总预算约500万元，线上60%，线下40%,M0115,M0115;M3304;M0104;M0105,5,1,1.0,1.0,1.0,0.551776,15.687
topk5,检索策略,bge-m3,512,5,,0,14,多要素事实型,公司半年度出游计划去哪里、多少人参加、预算多少,前往贵州，前100名优秀员工参加，预算暂定10万元并争取申请至12万元,M1999,M1999;M1987;M0101,5,1,1.0,1.0,1.0,0.639331,15.669
topk5,检索策略,bge-m3,512,5,,0,15,数据提取,快餐店合作的总投资、双方出资额和股份比例如何安排,总投资80万元，no.1出资50万元占60%，no.2出资30万元占40%,M2754,M2754;M0055;M3307,5,1,1.0,1.0,1.0,0.581612,16.719
topk5,检索策略,bge-m3,512,5,,0,16,事实型,线上教育公司招聘的IT岗位薪资范围是多少,IT岗位薪资为6000至7000元,M3223,M3223;M3287;M0115,5,1,1.0,1.0,1.0,0.606129,17.058
topk5,检索策略,bge-m3,512,5,,0,17,事实型,清明节祭奠烈士活动的地点在哪里,杭州南山陵园,M2961,M2961;M1987;M2979,5,1,1.0,1.0,1.0,0.481907,15.471
topk5,检索策略,bge-m3,512,5,,0,18,事实型,新上市薯片的大包装和礼盒装如何定价定位,大包装定价9元，礼盒装定位高端,M0119,M0119;M2754;M0115;M2758,5,1,1.0,1.0,1.0,0.541098,16.447
topk5,检索策略,bge-m3,512,5,,0,19,多要素事实型,员工旅游将人员分成哪两组，各有多少人并去哪里,新进优秀员工10人去天台山一日游；老员工及优秀员工26人去九寨沟三日游,M1987,M1987;M1999;M3118,5,1,1.0,1.0,1.0,0.59851,15.081
topk5,检索策略,bge-m3,512,5,,0,20,因果事实型,餐厅因为什么食品安全问题停业，计划停业几天整改,员工未戴帽子导致食品中出现头发，因此停业三天整改,M2758,M2758;M0055;M3307,5,1,1.0,1.0,1.0,0.648092,15.186
topk5_threshold03,检索策略,bge-m3,512,5,0.3,1,1,活动信息查询,汉服文化节的活动时间是何时,周日下午3-5点,M3311,M3311;M2961;M0106,5,1,1.0,1.0,1.0,0.56011,15.709
topk5_threshold03,检索策略,bge-m3,512,5,0.3,1,2,奖励设置查询,校园防诈骗知识竞赛设置了什么奖励,学分奖励,M3154,M3154;M2790;M3118;M2759,5,1,1.0,1.0,1.0,0.600991,15.562
topk5_threshold03,检索策略,bge-m3,512,5,0.3,1,3,人群定位查询,酒店亲子房的目标人群是哪些,3-12岁儿童家庭,M3343,M3343;M0106;M3287,5,1,1.0,1.0,1.0,0.546371,14.468
topk5_threshold03,检索策略,bge-m3,512,5,0.3,1,4,宣传渠道查询,酒店计划通过哪些渠道进行宣传,邀请网红进行抖音宣传,M3287,M3287;M0106;M0104,5,1,1.0,1.0,1.0,0.565314,15.387
topk5_threshold03,检索策略,bge-m3,512,5,0.3,1,5,食品处理查询,过期或不新鲜食品如何处理,可调换,M3307,M3307;M2758,5,1,1.0,1.0,1.0,0.568083,15.437
topk5_threshold03,检索策略,bge-m3,512,5,0.3,1,6,目标查询,暑期营销和第四季度营销分别设定了哪些核心量化目标,暑期整体订单量提升25%，新媒体渠道获客占比提升至30%，中端及以上套餐签约占比提升至40%，老客户转介绍率提升10%；第四季度保障46组意向客户转化，全年总订单量、营收稳步增长,M0104;M0106,M0106;M0105;M0104,5,1,1.0,1.0,0.919721,0.62668,15.096
topk5_threshold03,检索策略,bge-m3,512,5,0.3,1,7,问题解决措施查询,在不同阶段的营销会议中，针对直播转化偏低的问题分别提出了哪些改进措施,暑期阶段制定每周三、六固定直播排期并要求咨询5分钟内响应；七夕阶段完成直播筹备；第四季度确定直播整体排期并优化直播玩法,M0104;M0105;M0106,M0106;M0104;M3304;M0105,5,1,1.0,1.0,0.967468,0.625885,16.443
topk5_threshold03,检索策略,bge-m3,512,5,0.3,1,8,风险与应对查询,在婚礼项目筹备和不同营销阶段中，关于酒店场地分别有哪些风险提示和应对要求,七夕和第四季度营销均要求提前锁定紧张酒店档期；婚礼项目要求提前预订婚车司机、确认酒店套餐餐标和开瓶费，并签订档期保障协议、拓展合作酒店,M0101;M0102;M0105;M0106,M0101;M0106;M0102;M0103,5,1,0.75,1.0,0.831872,0.636135,14.944
topk5_threshold03,检索策略,bge-m3,512,5,0.3,1,9,人员分工查询,负责人A在暑期营销、第四季度营销以及M0101婚礼项目中分别承担了哪些核心任务,暑期完成婚礼套餐改版和主题方案设计；第四季度负责整体统筹、产品迭代和新款婚礼方案套餐设计；M0101项目负责婚礼助理、场地布置以及婚礼当天场地和流程把控,M0102;M0103;M0104;M0106,M0106;M0105;M0104,5,1,0.5,1.0,0.703918,0.612406,14.74
topk5_threshold03,检索策略,bge-m3,512,5,0.3,1,10,产品规划查询,在上半年总结暨暑期部署、七夕冲刺、第四季度规划会议中，套餐设计相关的决策分别是什么,暑期部署要求完成全品类套餐改版并新增优惠、联名和引流套餐；七夕冲刺主推专项套餐并按预算分层推荐；第四季度打造中式、国潮爆款产品并完成新款方案与套餐设计,M0104;M0105;M0106,M0105;M0104;M0106,5,1,1.0,1.0,1.0,0.659026,15.017
topk5_threshold03,检索策略,bge-m3,512,5,0.3,1,11,事实型,春游活动安排在什么日期，目的地是哪里,2021年4月16日，杭州动物园,M2979,M2979;M1999;M2961,5,1,1.0,1.0,1.0,0.586257,14.484
topk5_threshold03,检索策略,bge-m3,512,5,0.3,1,12,数据提取,秋季运动会的预算和纪念奖比例分别是多少,预算初步定为50万元，纪念奖占60%,M0088,M0088;M2790;M2759,5,1,1.0,1.0,1.0,0.540347,14.369
topk5_threshold03,检索策略,bge-m3,512,5,0.3,1,13,数据提取,霸王防脱洗发水推广的总预算及线上线下比例是多少,总预算约500万元，线上60%，线下40%,M0115,M0115;M3304;M0104;M0105,5,1,1.0,1.0,1.0,0.551776,16.389
topk5_threshold03,检索策略,bge-m3,512,5,0.3,1,14,多要素事实型,公司半年度出游计划去哪里、多少人参加、预算多少,前往贵州，前100名优秀员工参加，预算暂定10万元并争取申请至12万元,M1999,M1999;M1987;M0101,5,1,1.0,1.0,1.0,0.639331,14.875
topk5_threshold03,检索策略,bge-m3,512,5,0.3,1,15,数据提取,快餐店合作的总投资、双方出资额和股份比例如何安排,总投资80万元，no.1出资50万元占60%，no.2出资30万元占40%,M2754,M2754;M0055;M3307,5,1,1.0,1.0,1.0,0.581612,15.583
topk5_threshold03,检索策略,bge-m3,512,5,0.3,1,16,事实型,线上教育公司招聘的IT岗位薪资范围是多少,IT岗位薪资为6000至7000元,M3223,M3223;M3287;M0115,5,1,1.0,1.0,1.0,0.606129,15.08
topk5_threshold03,检索策略,bge-m3,512,5,0.3,1,17,事实型,清明节祭奠烈士活动的地点在哪里,杭州南山陵园,M2961,M2961;M1987;M2979,5,1,1.0,1.0,1.0,0.481907,21.715
